App Name,App Size,App Review,App Category,App Rating,App Installs,App Type,App Content Rating,App Genres,Last Updated,Current App Version,Android Version,Average Sentiment Polarity,Average Sentiment Subjectivity
Cymera Camera Photo Editor FilterCollageLayout,16.83,2418135,PHOTOGRAPHY,4.4,100000000,Free,Everyone,Photography,12/07/2018,Varies with device,Varies with device,0.419417735,0.461981074
Droid Zap by Motorola,16.08,2093,VIDEO_PLAYERS,3.8,5000000,Free,Everyone,Video Players & Editors,03/02/2015,Varies with device,Varies with device,-0.040537383,0.438389801
Fruit Block Puzzle Legend,33,125647,GAME,4.6,10000000,Free,Everyone,Casual,23/07/2018,60,4.1 and up,-0.183333333,0.377777778
Battlelands Royale,61,105620,GAME,4.4,1000000,Free,Everyone 10+,Action,16/07/2018,0.5.8,4.1 and up,0.040406195,0.514211947
Burner Free Phone Number,11.66,14873,COMMUNICATION,4.3,1000000,Free,Everyone,Communication,12/07/2018,Varies with device,Varies with device,0.065300926,0.636111111
Fake Call Fake Caller ID,12.87,154668,PRODUCTIVITY,4.3,10000000,Free,Everyone,Productivity,02/08/2018,Varies with device,Varies with device,0.297794173,0.486097650
Four In A Line Free,11,133195,GAME,4.3,5000000,Free,Everyone,Board,11/06/2018,1.58,4.1 and up,0.202368019,0.485327047
Citibanamex Movil,42,52306,FINANCE,3.6,5000000,Free,Everyone,Finance,27/07/2018,20.1.0,5.0 and up,0.150061448,0.508135975
Headspace Meditation Mindfulness,39,77563,HEALTH_AND_FITNESS,4.6,10000000,Free,Everyone,Health & Fitness,23/07/2018,3.6.4,4.2 and up,0.227007576,0.421477273
Do It Later Tasks ToDos,12.87,123412,PRODUCTIVITY,4.5,50000000,Free,Everyone,Productivity,13/04/2018,Varies with device,Varies with device,0.168202261,0.327347353
AMC Theatres,72,44550,ENTERTAINMENT,4.3,1000000,Free,Everyone,Entertainment,18/07/2018,6.18.3,5.0 and up,0.135694444,0.578194445
Duolingo Learn Languages Free,27.93,6294400,FAMILY,4.7,100000000,Free,Everyone,Education;Education,01/08/2018,Varies with device,Varies with device,0.200407738,0.470214753
Duolingo Learn Languages Free,20.08,6289924,EDUCATION,4.7,100000000,Free,Everyone,Education;Education,01/08/2018,Varies with device,Varies with device,0.200407738,0.470214753
Duolingo Learn Languages Free,27.93,6294397,FAMILY,4.7,100000000,Free,Everyone,Education;Education,01/08/2018,Varies with device,Varies with device,0.200407738,0.470214753
Duolingo Learn Languages Free,20.08,6290507,EDUCATION,4.7,100000000,Free,Everyone,Education;Education,01/08/2018,Varies with device,Varies with device,0.200407738,0.470214753
Duolingo Learn Languages Free,27.93,6297590,FAMILY,4.7,100000000,Free,Everyone,Education;Education,06/08/2018,Varies with device,Varies with device,0.200407738,0.470214753
DMV Permit Practice Test 2018 Edition,27,6090,AUTO_AND_VEHICLES,4.9,100000,Free,Everyone,Auto & Vehicles,03/07/2018,1.7,4.2 and up,0.295660321,0.559805860
APUS Launcher Theme Wallpaper Hide Apps,14,5783441,PERSONALIZATION,4.5,100000000,Free,Everyone,Personalization,06/08/2018,3.9.7,4.0.3 and up,0.447473118,0.518548387
HTC Lock Screen,8.77,28250,TOOLS,4.1,10000000,Free,Everyone,Tools,21/03/2017,Varies with device,Varies with device,0.031488188,0.449245978
Golden Launcher,12,32794,PERSONALIZATION,4.4,5000000,Free,Everyone,Personalization,31/07/2018,1.284.1.83,4.2 and up,0.507079346,0.589972089
Calls Text by Mo,14,83239,COMMUNICATION,4.2,5000000,Free,Everyone,Communication,19/04/2018,3.0.4,4.0 and up,0.466666667,0.545833333
ATT Visual Voicemail,11.66,13761,COMMUNICATION,3.7,10000000,Free,Everyone,Communication,27/06/2018,Varies with device,Varies with device,0.029975541,0.452593867
Candy Bomb,20,42145,GAME,4.4,10000000,Free,Everyone,Casual;Brain Games,04/07/2018,2.9.3181,4.0.3 and up,0.327403199,0.606239478
Candy Bomb,20,42145,FAMILY,4.4,10000000,Free,Everyone,Casual;Brain Games,04/07/2018,2.9.3181,4.0.3 and up,0.327403199,0.606239478
Free Dating App YoCutie Flirt Chat Meet,7.9,97684,DATING,4.1,1000000,Free,Mature 17+,Dating,10/07/2018,1.23,4.0.3 and up,0.117836201,0.447324486
Free Dating App YoCutie Flirt Chat Meet,7.9,97699,DATING,4.1,1000000,Free,Mature 17+,Dating,10/07/2018,1.23,4.0.3 and up,0.117836201,0.447324486
Find a Way Addictive Puzzle,14,39480,FAMILY,4.8,500000,Free,Everyone,Puzzle,16/06/2017,4.1.1,4.1 and up,0.069630233,0.585088999
Fortune City A Finance App,91,49275,FINANCE,4.6,500000,Free,Everyone,Finance,17/07/2018,2.0.3.1,4.4 and up,0.266966183,0.458797023
Essential Anatomy 3,42,1533,MEDICAL,4.1,50000,Paid,Mature 17+,Medical,07/08/2014,1.1.3,4.0.3 and up,0.225516303,0.522328223
ABCmousecom,91,50887,FAMILY,4.3,5000000,Free,Everyone,Education;Education,03/07/2018,7.2.0,4.4 and up,0.182503858,0.523850860
Barbie Fashion Closet,85,68057,GAME,4.1,10000000,Free,Everyone,Casual;Creativity,30/07/2018,1.3.7,4.1 and up,0.048600289,0.476493506
Barbie Fashion Closet,85,68286,FAMILY,4.1,10000000,Free,Everyone,Casual;Creativity,30/07/2018,1.3.7,4.1 and up,0.048600289,0.476493506
Bed Time Fan White Noise Sleep Sounds,7.5,10097,LIFESTYLE,4.5,500000,Free,Everyone,Lifestyle,26/04/2018,1.2,4.0 and up,0.78125,0.6
Foursquare Swarm Check In,24.52,421800,TRAVEL_AND_LOCAL,3.9,10000000,Free,Teen,Travel & Local,27/07/2018,Varies with device,Varies with device,-0.062339839,0.421493613
All Mental disorders,11,453,MEDICAL,4.5,100000,Free,Everyone,Medical,07/07/2017,1.1,4.0.3 and up,0.198602464,0.422873932
Horoscopes Daily Zodiac Horoscope and Astrology,11,161143,LIFESTYLE,4.6,10000000,Free,Everyone 10+,Lifestyle,25/06/2018,5.2.4(881),4.0.3 and up,0.264314858,0.405945681
Digg,12.65,6105,NEWS_AND_MAGAZINES,3.9,100000,Free,Teen,News & Magazines,11/03/2016,Varies with device,Varies with device,0.042700315,0.507377410
Extreme Match,44.13,696,GAME,4.5,100000,Free,Everyone,Action,05/07/2018,1.1.7,4.1 and up,0.194464549,0.466851351
Crossy Road,60,4229977,GAME,4.5,100000000,Free,Everyone,Action,01/08/2018,3.1.0,5.0 and up,0.215851281,0.529847389
Crossy Road,60,4230886,GAME,4.5,100000000,Free,Everyone,Action,01/08/2018,3.1.0,5.0 and up,0.215851281,0.529847389
CVS Caremark,10,3707,MEDICAL,3.5,500000,Free,Everyone,Medical,28/07/2018,4.36,4.4 and up,0.191908023,0.429123334
Home Decor Showpiece Art making Medium Difficulty,7,273,HOUSE_AND_HOME,4.3,50000,Free,Everyone,House & Home,30/05/2018,1.2,4.0.3 and up,0.191866667,0.626142857
Ancestry,13.19,64513,BOOKS_AND_REFERENCE,4.3,5000000,Free,Everyone,Books & Reference,31/07/2018,Varies with device,Varies with device,0.272630304,0.516127287
